cohort,novel,qi,qid,gold,G1,G2,G3,G4,G5,B1,B2,B3,Q0,correct_G1,correct_G2,correct_G3,correct_G4,correct_G5,correct_B1,correct_B2,correct_B3,correct_Q0,graph_sha256,source_signature
old20,53,2,detectiveqa_53_AIsup_anno_2,D,,A,,,D,D,D,D,C,False,False,False,False,True,True,True,True,False,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q02.json""}"
old20,53,3,detectiveqa_53_AIsup_anno_3,B,B,B,B,B,A,B,B,B,A,True,True,True,True,False,True,True,True,False,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q03.json""}"
old20,53,4,detectiveqa_53_AIsup_anno_4,A,A,A,A,A,A,B,B,A,A,True,True,True,True,True,False,False,True,True,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q04.json""}"
old20,53,5,detectiveqa_53_AIsup_anno_5,B,C,B,B,B,C,B,C,C,C,False,True,True,True,False,True,False,False,False,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q05.json""}"
old20,53,6,detectiveqa_53_AIsup_anno_6,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q06.json""}"
old20,56,0,detectiveqa_56_AIsup_anno_0,A,C,A,C,C,A,C,A,C,A,False,True,False,False,True,False,True,False,True,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q00.json""}"
old20,56,1,detectiveqa_56_AIsup_anno_1,B,C,D,D,D,C,C,C,C,C,False,False,False,False,False,False,False,False,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q01.json""}"
old20,56,2,detectiveqa_56_AIsup_anno_2,B,A,A,A,A,A,B,B,A,B,False,False,False,False,False,True,True,False,True,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q02.json""}"
old20,56,3,detectiveqa_56_AIsup_anno_3,A,B,B,B,B,A,C,C,B,A,False,False,False,False,True,False,False,False,True,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q03.json""}"
old20,56,4,detectiveqa_56_AIsup_anno_4,C,C,B,B,B,A,C,C,C,A,True,False,False,False,False,True,True,True,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q04.json""}"
old20,56,5,detectiveqa_56_AIsup_anno_5,B,B,B,B,B,C,C,B,B,C,True,True,True,True,False,False,True,True,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q05.json""}"
old20,56,6,detectiveqa_56_AIsup_anno_6,B,C,B,C,C,C,C,C,C,A,False,True,False,False,False,False,False,False,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q06.json""}"
old20,56,7,detectiveqa_56_AIsup_anno_7,C,C,C,C,C,C,C,B,C,A,True,True,True,True,True,True,False,True,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q07.json""}"
old20,56,8,detectiveqa_56_AIsup_anno_8,B,A,B,B,B,B,D,A,A,A,False,True,True,True,True,False,False,False,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q08.json""}"
old20,56,9,detectiveqa_56_AIsup_anno_9,B,C,D,D,D,A,D,B,A,A,False,False,False,False,False,False,True,False,False,4902a3c316e740a0e84dadaa11e6a92290a6d967a443f34a9d79f13b67f40db7,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\56\\q09.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\56\\q09.json""}"
old20,79,0,detectiveqa_79_AIsup_anno_0,C,A,A,A,A,A,B,C,A,C,False,False,False,False,False,False,True,False,True,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q00.json""}"
old20,79,1,detectiveqa_79_AIsup_anno_1,C,A,A,A,A,D,A,C,A,A,False,False,False,False,False,False,True,False,False,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q01.json""}"
old20,79,2,detectiveqa_79_AIsup_anno_2,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q02.json""}"
old20,79,3,detectiveqa_79_AIsup_anno_3,C,C,B,D,C,C,C,C,C,D,True,False,False,True,True,True,True,True,False,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q03.json""}"
old20,79,4,detectiveqa_79_AIsup_anno_4,C,D,D,D,D,D,C,C,D,D,False,False,False,False,False,True,True,False,False,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q04.json""}"
old20,79,5,detectiveqa_79_AIsup_anno_5,A,C,B,D,C,A,C,B,C,B,False,False,False,False,True,False,False,False,False,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q05.json""}"
old20,79,6,detectiveqa_79_human_anno_0,B,B,B,B,B,B,B,B,B,B,True,True,True,True,True,True,True,True,True,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q06.json""}"
old20,79,7,detectiveqa_79_human_anno_1,C,A,A,A,A,A,A,A,A,A,False,False,False,False,False,False,False,False,False,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q07.json""}"
old20,79,8,detectiveqa_79_human_anno_2,C,A,A,A,A,A,A,A,A,C,False,False,False,False,False,False,False,False,True,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q08.json""}"
old20,79,9,detectiveqa_79_human_anno_3,C,A,A,A,A,A,C,A,A,C,False,False,False,False,False,True,False,False,True,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q09.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q09.json""}"
old20,79,10,detectiveqa_79_human_anno_4,D,C,A,A,A,D,D,D,C,C,False,False,False,False,True,True,True,False,False,de8bf0dc435b5447ff638affc9aa9b73e882eceace7fa11ad359334ae6709c7a,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\79\\q10.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\79\\q10.json""}"
old20,81,0,detectiveqa_81_AIsup_anno_0,A,C,C,C,C,A,C,C,C,C,False,False,False,False,True,False,False,False,False,cd81a0a5b5ba1a96da13b0f85da6bbc6c2f9451b0cb86e01f124dd98a31cab20,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\81\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\81\\q00.json""}"
old20,81,1,detectiveqa_81_AIsup_anno_1,A,A,A,D,A,C,D,A,A,D,True,True,False,True,False,False,True,True,False,cd81a0a5b5ba1a96da13b0f85da6bbc6c2f9451b0cb86e01f124dd98a31cab20,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\81\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\81\\q01.json""}"
old20,81,2,detectiveqa_81_AIsup_anno_2,C,D,D,D,D,D,D,C,C,D,False,False,False,False,False,False,True,True,False,cd81a0a5b5ba1a96da13b0f85da6bbc6c2f9451b0cb86e01f124dd98a31cab20,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\81\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\81\\q02.json""}"
old20,81,3,detectiveqa_81_AIsup_anno_3,A,B,B,A,B,B,B,B,B,B,False,False,True,False,False,False,False,False,False,cd81a0a5b5ba1a96da13b0f85da6bbc6c2f9451b0cb86e01f124dd98a31cab20,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\81\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\81\\q03.json""}"
old20,81,4,detectiveqa_81_AIsup_anno_4,B,B,B,B,B,A,B,B,B,A,True,True,True,True,False,True,True,True,False,cd81a0a5b5ba1a96da13b0f85da6bbc6c2f9451b0cb86e01f124dd98a31cab20,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\81\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\81\\q04.json""}"
old20,81,5,detectiveqa_81_AIsup_anno_5,D,D,A,D,D,D,A,A,A,D,True,False,True,True,True,False,False,False,True,cd81a0a5b5ba1a96da13b0f85da6bbc6c2f9451b0cb86e01f124dd98a31cab20,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\81\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\81\\q05.json""}"
old20,82,0,detectiveqa_82_AIsup_anno_0,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q00.json""}"
old20,82,1,detectiveqa_82_AIsup_anno_1,C,A,A,A,A,A,A,A,A,A,False,False,False,False,False,False,False,False,False,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q01.json""}"
old20,82,2,detectiveqa_82_AIsup_anno_2,C,C,C,C,C,A,A,C,C,A,True,True,True,True,False,False,True,True,False,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q02.json""}"
old20,82,3,detectiveqa_82_AIsup_anno_3,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q03.json""}"
old20,82,4,detectiveqa_82_AIsup_anno_4,C,B,D,D,D,D,D,D,B,C,False,False,False,False,False,False,False,False,True,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q04.json""}"
old20,82,5,detectiveqa_82_AIsup_anno_5,C,C,C,C,C,C,C,D,C,D,True,True,True,True,True,True,False,True,False,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q05.json""}"
old20,82,6,detectiveqa_82_AIsup_anno_6,C,D,C,D,D,C,C,C,C,C,False,True,False,False,True,True,True,True,True,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q06.json""}"
old20,82,7,detectiveqa_82_AIsup_anno_7,C,C,B,B,B,D,D,C,A,D,True,False,False,False,False,False,True,False,False,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q07.json""}"
old20,82,8,detectiveqa_82_AIsup_anno_8,C,C,C,C,C,C,A,A,C,A,True,True,True,True,True,False,False,True,False,b859b28b3d0e2293cd184cf15fabd6f06ebe7bbeb5beda00236658ea76600786,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\82\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\82\\q08.json""}"
old20,83,0,detectiveqa_83_AIsup_anno_0,A,A,A,A,A,A,A,A,A,A,True,True,True,True,True,True,True,True,True,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q00.json""}"
old20,83,1,detectiveqa_83_AIsup_anno_1,A,,A,A,A,A,A,A,A,A,False,True,True,True,True,True,True,True,True,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q01.json""}"
old20,83,2,detectiveqa_83_AIsup_anno_2,C,D,D,D,D,D,D,D,D,B,False,False,False,False,False,False,False,False,False,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q02.json""}"
old20,83,3,detectiveqa_83_AIsup_anno_3,D,D,D,D,D,D,C,C,D,C,True,True,True,True,True,False,False,True,False,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q03.json""}"
old20,83,4,detectiveqa_83_AIsup_anno_4,D,D,D,D,D,D,D,D,D,D,True,True,True,True,True,True,True,True,True,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q04.json""}"
old20,83,5,detectiveqa_83_AIsup_anno_5,A,C,A,A,A,A,C,A,C,C,False,True,True,True,True,False,True,False,False,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q05.json""}"
old20,83,6,detectiveqa_83_AIsup_anno_6,B,D,C,B,D,D,B,A,C,C,False,False,True,False,False,True,False,False,False,0f2ac81cc4951c5f21c161c07eb207bf8e19d5398d0f565ff8d7b80be5082868,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\83\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\83\\q06.json""}"
